id,title,content,content_more,latitude,longitude,maplink,address,monday,tuesday,wednesday,thursday,friday ,saturday,sunday,contact,category,fee,in_outDoor,rating,website_link,photo_main,is_published,published_date,user
183,Wonderfood Museum,"Maginative destination with replicas of Malaysian dishes, art & historical information.",.,5.416292,100.341192,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15888.017239747789!2d100.33088484517776!3d5.416311613005517!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac38e68c789bf%3A0x892a5ac9289e97f2!2sWonderfood%20Museum!5e0!3m2!1sen!2smy!4v1730016323835!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","49, Lebuh Pantai, 10300 George Town, Penang",9:00 am - 6:00 pm,9:00 am - 6:00 pm,9:00 am - 6:00 pm,9:00 am - 6:00 pm,9:00 am - 6:00 pm,9:00 am - 6:00 pm,9:00 am - 6:00 pm,04-2519095,Museums,RM22,Indoor,4.6,http://wonderfoodmuseum.com/,https://th.bing.com/th/id/R.e99944a95306fab53ce29a2b85541719?rik=8On86E%2bavCRKdQ&riu=http%3a%2f%2ffravel.co%2fwp-content%2fuploads%2f2020%2f08%2fwonderfood-museum-in-penang.jpg&ehk=%2fNrHJEPI%2bUhBbbDY9p3zqxFNSEWgAXH53DubjqDrWBE%3d&risl=&pid=ImgRaw&r=0,1,7/5/2025 14:55,1
184,Ghost Museum,"The Cool Ghost Museum Penang is a unique museum located in the city of George Town on the island of Penang, Malaysia. It is a popular attraction for those interested in ghost stories, horror movies, and the paranormal. The mus","eum introduces different ghosts such as Orang Minyak, Pontianak, Toyol and many more!

As the name suggests, the museum features a collection of spooky and ghostly exhibits, including life-size models of famous horror movie characters, creepy dolls, and other eerie objects. Visitors can take photos with the exhibits, which are designed to be both scary and fun.

One of the highlights of the museum is the 3D trick art, which creates the illusion of ghosts and other paranormal phenomena in various settings. There are also interactive exhibits where visitors can participate in virtual reality experiences and games related to ghosts and the supernatural.",5.4138078,100.3347391,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15888.08466030749!2d100.32455254517745!3d5.413746713046224!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac393b90f5c31%3A0xf43b68743708b151!2sGhost%20Museum!5e0!3m2!1sen!2smy!4v1730016336467!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","57, Lebuh Melayu, 10300 George Town, Penang",10:00 am–7:00 pm,10:00 am–7:00 pm,10:00 am–7:00 pm,10:00 am–7:00 pm,10:00 am–7:00 pm,10:00 am–7:00 pm,10:00 am–7:00 pm,04-2612352,Museums,"Weekday:
RM21 / RM14 (Malaysian)
Weekend:
RM23 / RM16 (Malaysian)
* Ticket valid on selected date
* 100cm Below Is Free, 100cm and above consider children",Indoor,4.4,https://www.facebook.com/ghostmuseumpenang/,https://cdn-imgix.headout.com/microbrands-banner-image/image/4c2062e37603c53eb6a95742baa49d2a-Ghost%20Museum%20Penang%20MB%20Banner%203.jpeg?auto=format&w=705.6&h=360&q=90&fit=crop&crop=faces,1,8/5/2025 14:55,1
185,Pinang Peranakan Mansion,"The Peranakans, also known as the Babas and Nyonyas, was a prominent community of acculturated Chinese unique to this part of the world, especially in the Straits Settlements (Penang, Malacca and Singapore) hence its other nam","e, the Straits Chinese. Adopting selected ways of the local Malays and later, the colonial British, the Peranakans had created a unique lifestyle and customs which had not only left behind a rich legacy of antiques but its cultural influences like cuisine and language are still evident in Penang today.

At the Pinang Peranakan Mansion, the typical home of a rich Baba of a century ago is recreated to offer a glimpse of their opulent lifestyle and of their many customs and traditions. With over 1,000 pieces of antiques and collectibles of the era on display, this Baba-Nyonya museum is also housed in one of Penangï¿½s heritage mansion of eclectic design and architecture. Built at the end of the 19th century by one of local historyï¿½s famous personalities, the ï¿½Hai Kee Chanï¿½ or Sea Remembrance Store had once served as the residence and office of Kapitan Cina Chung Keng Kwee. Though not a Baba himself, his Chinese courtyard house was much like a typical large Baba home of eclectic style, incorporating Chinese carved-wood panels and English floor tiles and Scottish ironworks. Having survived the many decades of neglect and decay, the mansion has now been restored to its former glory of a stately home.",5.417777,100.341171,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15888.08466030749!2d100.32455254517745!3d5.413746713046224!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac38fdcf36b09%3A0x8b7cdd7809de1be6!2sPinang%20Peranakan%20Mansion!5e0!3m2!1sen!2smy!4v1730016356503!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","29, Church Street, 10200 George Town, Penang",9:30 am–5:00 pm,9:30 am–5:00 pm,9:30 am–5:00 pm,9:30 am–5:00 pm,9:30 am–5:00 pm,9:30 am–5:00 pm,9:30 am–5:00 pm,04-2642929,Museums,"Adults : RM25.00

Children (6-12 yrs) : RM 12.00

Junior Children (below 6) : Free",Indoor,4.5,http://www.pinangperanakanmansion.com.my/,http://www.pinangperanakanmansion.com.my/images/banner_front_hall.jpg,1,9/5/2025 14:55,1
186,Teddyville Museum Penang,"TEDDYVILLE our the first and finest teddy bear museum in Malaysia! 🐻 Immerse yourself in the enchanting world of teddy bears and embark on a unique adventure through history, culture, and cuteness,",.,5.4770041,100.2695626,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15886.400068206953!2d100.25906234518513!3d5.4774753120350645!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304add5224cbc7b3%3A0x92443f9ade7c6874!2sTEDDYVILLE%20MUSEUM%20PENANG!5e0!3m2!1sen!2smy!4v1730016366438!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","56, Jalan Low Yat, Batu Ferringhi, 11100 Penang",9:00 am–5:30 pm,9:00 am–5:30 pm,9:00 am–5:30 pm,9:00 am–5:30 pm,9:00 am–5:30 pm,9:00 am–5:30 pm,9:00 am–5:30 pm,04-8900535,Museums,RM26,Indoor,4.4,https://www.teddyvillemuseum.com/,https://product-image.globaltix.com/live-gtImage/f5f20737-7618-4472-b41b-870e7ea529d3,1,10/5/2025 14:55,1
187,Leong San Tong Khoo Kongsi,"Leong San Tong Khoo Kongsi, or Khoo Kongsi for short, is one of the most distinctive Chinese clan association in Malaysia. It is well known worldwide for its extensive lineage that can be traced back 650 years ago, as well as",its Closedly-knit and defensive congregation of buildings and a magnificent clanhouse.,5.4142654,100.337592,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15888.062928021343!2d100.32689024517757!3d5.414573613033101!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac39226812f9f%3A0x2c013257800361b6!2sLeong%20San%20Tong%20Khoo%20Kongsi!5e0!3m2!1sen!2smy!4v1730016380654!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","18, Cannon Square, 10450 George Town, Penang",9:00 am–5:00 pm,9:00 am–5:00 pm,9:00 am–5:00 pm,9:00 am–5:00 pm,9:00 am–5:00 pm,9:00 am–5:00 pm,9:00 am–5:00 pm,04-261 4609,Museums,"Adults: RM 15/pax
Children (under 12yrs old): RM 1/pax
Children (under 5yrs old): FREE",Outdoor,4.4,http://www.khookongsi.com.my/,https://i.pinimg.com/originals/05/33/1b/05331b452ee450bd7d5e3d9be5463a7d.jpg,1,11/5/2025 14:55,1
188,Penang War Museum,"A private museum complex, built by the British as a hill fort in the 1930's used by the Japanese as a POW camp and killing place.",.,5.2812421,100.2889311,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15891.521107163966!2d100.27851244516177!3d5.28136831514799!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304abfbbfa8216df%3A0xf16e80200a5ec1ac!2sPenang%20War%20Museum!5e0!3m2!1sen!2smy!4v1730016398453!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Lot 1350, Mukim 12, Batu Maung, 11960 Bayan Lepas, Penang",9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,9:00 am-6:00 pm,016-4213606,Museums,"Foreigners / Tourists - Adult RM30 - Child (5 - 12 years) RM15
Malaysians - Adult RM15 - Child (5 - 12 years) RM7.50
Foreigners with a work permit or Malaysian permanent resident can pay the local prices if they show a valid ID.",Outdoor,4.3,http://penangwarmuseum.com/,https://blog.airpaz.com/wp-content/uploads/Penang-war-museum-entrance-1.jpg,1,12/5/2025 14:55,1
189,Indian Heritage Museum Penang,"The Penang Indian Heritage Museum was founded on May 1, 2018, with the mission of sharing captivating information and incredible stories behind the historical items used by Indians in Malaysia and worldwide. Housed in a conver","ted longstanding household, the museum features five zone galleries. It proudly showcases the finest heirlooms from Indian communities, each preserving its unique culture, beliefs, and traditions. Every item in the collection narrates a fascinating story of its historical use and resilience through the decades. Our commitment extends to obtaining dedicated space for public exhibition, demonstrating our enthusiasm and dedication to preserving these unique items for all to appreciate.",5.4212438,100.3040368,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15887.884521605774!2d100.29394794517835!3d5.42135711292545!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac252a51f930b%3A0x4ec28b2d9b9e8096!2zSW5kaWFuIEhlcml0YWdlIE11c2V1bSBQZW5hbmcgKOCuh-CuqOCvjeCupOCuv-CuryDgrqrgrr7grrDgrq7gr43grqrgrrDgrr_grq8g4K6F4K6w4K-B4K6Z4K-N4K6V4K6-4K6f4K-N4K6a4K6_4K6v4K6V4K6u4K-NIOCuquCuv-CuqeCuvuCumeCvjeCuleCvgSk!5e0!3m2!1sen!2smy!4v1730016421204!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Lebuh Penang, Little India, 10200 George Town, Penang",Closed,Closed,10:00 am-4:00 pm,10:00 am-4:00 pm,10:00 am-4:00 pm,10:00 am-4:00 pm,10:00 am-4:00 pm,04-6505215,Museums,Free Entrance,Indoor,4.8,-,https://varnam.my/wp-content/uploads/2022/06/Happy-Sunday-78.jpg,1,13/5/2025 14:55,1
190,Tech Dome Penang,Tech Dome Penang is a not-for-profit science and technology centre run by Penang Tech Centre. It is an initiative by the Penang State Government and the setup was done in Public Public-Private Partnerships. With an area of app,"roximately 45,000 sq ft,Tech Dome Penang has over 120 interactive science and technology exhibits.",5.415331,100.3278311,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15888.075194068417!2d100.3201062451775!3d5.414106913040505!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac39435c00001%3A0xfe6252535df1cda8!2sTech%20Dome%20Penang!5e0!3m2!1sen!2smy!4v1730016445168!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Level 4 & 5, KOMTAR, Geodesic Dome, Jln Penang, 10000 George Town, Pulau Pinang",10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,04-2626663,Museums,"CHILD (Below 90cm)
Free
CHILD/Senior Citizen (90cm to 12 years old/ 60 years old & above)
RM 16
ADULT (13 years & above)
RM 28
STUDENT (with valid ID)
RM 22",Indoor,4.4,https://techdomepenang.org/,https://www.techdomepenang.org/wp-content/uploads/2023/01/About-02.jpg.webp,1,14/5/2025 14:55,1
191,Magic World Penang,"Magic World Penang is a mini theme park with a combination of Magic & Movie Tricks. If you have ever been intrigued about optical illusions etc. and would love to know more of HOW it works or be part of it, this is the place y",ou should visit!,5.414338,100.339594,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15888.071816871141!2d100.3293935451775!3d5.414235413038469!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac38df347278b%3A0x52033ec3ece2c7c!2sMagic%20World%20Penang!5e0!3m2!1sen!2smy!4v1730016462802!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","193, Victoria St, Georgetown, 10300 George Town, Penang",10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,04-2633193,Museums,RM20,Indoor,4.4,-,https://gt-media-assets.s3.ap-southeast-1.amazonaws.com/images/gt-forge/magic-world-penang/plus/magic_world_penang_gallery_3.png,1,15/5/2025 14:55,1
192,Glass Museum Penang,"- Penang's first & only glass museum,2 Malaysia Book of Records holder (The first Glass Museum & The Longest Motive Glass Painting)
- Internal tour guides are available, short decription will be provided.
- Visiting tour inc","luding a pcs of glass bottle art, all painting material are provided in the museum.
- Visitor can DIY designs & paint colors on the glass, & can get back on the spot.
- Beside, visitor can enjoy the visiting tour with glass wall arts & take photos with glass wall arts. No time limits.",5.417515,100.329528,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15887.985233479107!2d100.3192513451779!3d5.417528812986203!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac2fd3de07a05%3A0xabcbe91ff4590f25!2sGlass%20Museum%20Penang!5e0!3m2!1sen!2smy!4v1730016476504!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","6, Wisma Cheok Holdings, Jalan Burma, George Town, 10050 George Town, Pulau Pinang",9:30 am-6:00 pm,9:30 am-6:00 pm,9:30 am-6:00 pm,9:30 am-6:00 pm,9:30 am-6:00 pm,9:30 am-5:00 pm,Closed,04-2519881,Museums,RM30,Indoor,4,https://www.pggglassmuseum.com/,https://product-image.globaltix.com/live-gtImage/0d08605a-f509-44b5-bca2-4c78a5b7b38c,1,16/5/2025 14:55,1
193,Sun Yat-Sen Memorial Centre,"The Sun Yat-Sen Memorial Centre in Penang is a historical museum and cultural site dedicated to Dr. Sun Yat-Sen, the influential Chinese revolutionary leader and the ""Father of Modern China."" Located in George Town, Penang, th","is center commemorates Sun's time in Penang, where he actively organized and strategized efforts to overthrow the Qing Dynasty, playing a significant role in the Chinese revolutionary movement.

During his stay in Penang in the early 20th century, Dr. Sun Yat-Sen used Penang as a base to raise funds and rally support for the 1911 Xinhai Revolution, which eventually led to the establishment of the Republic of China. The center is housed in a restored heritage building on Armenian Street, reflecting the traditional architectural styles of Penang's historic George Town.

Inside, the Sun Yat-Sen Memorial Centre features exhibits of artifacts, photographs, and documents related to Dr. Sun's revolutionary work, as well as the contributions of the Penang Chinese community. It provides visitors with a window into the early 1900s political climate and a glimpse into the life and legacy of Dr. Sun Yat-Sen in Southeast Asia.

The center also serves as an educational hub, often hosting talks, tours, and exhibitions to preserve and promote awareness of Dr. Sun's impact on the region and his enduring influence on Chinese history.",5.4156129,100.3216945,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15888.035611450756!2d100.31396964517766!3d5.415612813016616!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3bc3291274b%3A0xed1f7d082ef5f6e3!2sSun%20Yat-Sen%20Memorial%20Centre!5e0!3m2!1sen!2smy!4v1730016489945!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","65, Jln Macalister, George Town, 11400 George Town, Pulau Pinang",9:00 am–5:00 pm,9:00 am–5:00 pm,9:00 am–5:00 pm,9:00 am–5:00 pm,9:00 am–5:00 pm,9:00 am–5:00 pm,Closed,04-2285119,Museums,-,Indoor,4.4,-,https://th.bing.com/th/id/R.f09db55f83ee7d7ab69d25e39e6c3fdb?rik=mtvlsUKYiUJ%2f%2bQ&riu=http%3a%2f%2fwww.penang-traveltips.com%2f0-pics%2f2018%2fsun-yat-sen-memorial-hall-1.jpg&ehk=jqoipcK2RlPldy4898dGcmSr5lYMIXcmO1avnG3eg%2bA%3d&risl=&pid=ImgRaw&r=0,1,17/5/2025 14:55,1
194,Asia Camera Museum,"This is a place you can explore a variety of cameras and photographic accessories. We have an extensive collection from Germany, Sweden, America, Japan, and many more. All camera collections came from many different sources an","d were gathered with an understanding of how important they are to the history of photography. The Asia Camera Museum will stay Open to the public, and our team of photographers will be responsible for expanding and improving the wide range of camera collections in the museum.",5.4154737,100.3366974,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15888.040477400315!2d100.32650984517764!3d5.415427713019549!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3964e840c9b%3A0xf9ca0e7f7cbc1366!2sAsia%20Camera%20Museum!5e0!3m2!1sen!2smy!4v1730016501719!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","1st Floor, 71, Lbh Armenian, Georgetown, 10200 George Town, Penang",10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,011-18599878,Museums,RM25,indoor,4.5,https://www.asiacameramuseum.com/,https://www.asiacameramuseum.com/images/image04.jpeg,1,18/5/2025 14:55,1
195,Batik Painting Museum,"With 80 paintings and 25 artists represented, this Musuem aims to tell the historical story of how this art form began in the 1950's and its subsequent development by a good number of talented artists in Malaysia.",.,5.4147404,100.3377524,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15888.057813133628!2d100.32764454517752!3d5.414768213030009!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3921c4571dd%3A0x1d0134ce3ec400f5!2sBatik%20Painting%20Museum%20Penang!5e0!3m2!1sen!2smy!4v1730016517807!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","19, Lbh Armenian, George Town, 10200 George Town, Pulau Pinang",10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,Closed,04-262 4800,Museums,"General admission: RM 10
Students: RM 5",indoor,4.5,http://www.batikpaintingmuseumpenang.com/,https://bonusnachos.com/wp-content/uploads/2019/09/MVIMG_20190929_143439-1024x768.jpg,1,19/5/2025 14:55,1
196,Penang Diocesan Museum,"The Penang Diocesan Museum provides information on the history of the Roman Catholic church in Penang, beginning with the arrival of early Eurasian settlers escaping persecution in Phuket. The history of the Church of the Assu","mption is also documented here, along with details about the construction of the church building in 1860.
The museum also provides details on various historic figures who are significant with the Roman Catholic in Penang. The museum was officially Opened by the then Chief Minister of Penang, Lim Guan Eng, on 2 January, 2018.",5.4206519,100.3381452,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15887.90308140767!2d100.32784544517834!3d5.420651812936645!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac39aa94bf67d%3A0x9d6f0f0067dbab2f!2zUGVuYW5nIERpb2Nlc2FuIE11c2V1bSAo4K6q4K6_4K6p4K6-4K6Z4K-N4K6V4K-BIOCuruCuseCviOCuruCuvuCuteCun-CvjeCunyDgroXgrrDgr4Hgrpngr43grpXgrr7grp_gr43grprgrr_grq_grpXgrq7gr40p!5e0!3m2!1sen!2smy!4v1730016533237!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Penang Diocesan Museum, Georgetown, 10200 George Town, Penang",9:00 am–4:00 pm,9:00 am–4:00 pm,9:00 am–4:00 pm,9:00 am–4:00 pm,9:00 am–4:00 pm,9:00 am–1:00 pm,Closed,012-4389329,Museums,-,indoor,4.6,-,https://www.penang-traveltips.com/0-pics/timtye/0-pics/penang/penang-diocesan-museum.jpg,1,20/5/2025 14:55,1
